"SG","General Surgery, Plastic
& Reconstructive
Surgery","Free Grafts - Wolfe Grafts","Free Grafts - Wolfe Grafts","SG088A","14000","Increased","25000","31300","35500","37500","","No","NA"
"SG","General Surgery,
Pediatric Surgery,
Surgical Oncology","Lobectomy","Open","SG081B","27500","Increased","32812.5","32900","46600","41100","","No","NA"
"SG","General Surgery,
Pediatric Surgery,
Surgical Oncology","Lobectomy","Thoracoscopic","SG081A","27500","Increased","32812.5","32900","46600","41100","Linear Cutter 3 cartidges-15000","No","NA"
"SG","General Surgery,
Pediatric Surgery,
Obstetrics & Gynecology","Biopsy","Cervix Cancer screening (PAP +
Colposcopy)","SG096C","1600","Increased","2475","2500","2900","3100","","No","NA"
"SG","General Surgery,
Pediatric Surgery,
Obstetrics & Gynecology","Biopsy","Endometrial Aspiration","SG096B","2000","Increased","2625","2700","3100","3300","","No","NA"
"SG","General Surgery,
Pediatric Surgery,
Obstetrics & Gynecology","Biopsy","Vulval","SG096E","1500","Increased","2437.5","2500","2900","3100","","No","NA"
"SG","General Surgery,
Pediatric Surgery, ENT","Foreign Body Removal","Foreign Body Removal","SG098A","5000","Increased","7000","7000","8200","8800","","Yes","LA - 5000
GA - 8000"
"SG","General Surgery,
Pediatric Surgery, CTVS","Intercostal drainage Only","Intercostal drainage Only","SG077A","4800","Increased","5550","5600","6500","7000","","No","NA"
"SG","General Surgery,
Pediatric Surgery","Operative Cholecystostomy","Open","SG040A","10000","Increased","11250","11300","16000","14100","Haemorroid Stapler one- 15000","No","NA"
"SG","General Surgery,
Pediatric Surgery","Resection Anastomosis","Open","SG030A","25000","Increased","26625","26700","37900","33300","","No","NA"
"SG","General Surgery,
Pediatric Surgery","Appendicectomy","Open","SG017A","19700","Increased","20000","20000","23400","25000","","No","NA"
"SG","General Surgery,
Pediatric Surgery","Operations for Replacement
of Oesophagus by Colon","Operations for Replacement of
Oesophagus by Colon","SG002A","30500","Increased","48937.5","61200","69500","73500","","No","NA"
"SG","General Surgery,
Pediatric Surgery","Operative Gastrostomy","Operative Gastrostomy","SG004A","17000","Increased","20000","25000","28400","25000","","No","NA"
