"OT","Organ and Tissue
Transplant","Renal Transplant","Intervention for Acute rejection","OT001C","107797","Decrease","100000","125000","142000","150000","","No",""
"OT","Organ and Tissue
Transplant","Renal Transplant","Post-Transplant Medication – Month 3-6","OT001E","50000","Decrease","30000","37500","42600","37500","","No",""
"OT","Organ and Tissue
Transplant","Renal Transplant","Post-Transplant Medication – Month 6-
12","OT001F","40000","Decrease","30000","37500","42600","37500","","No",""
"OT","Organ and Tissue
Transplant","Renal Transplant","Pre Procedure workup-Donor/ Recipient,
Immunosuppressives, Transplant and
Induction for recipients with
unrelated/deceased donor/or at high risk
for rejection","OT001A","215000","Increased","225000","281300","319500","337500","","No",""
"OT","Organ and Tissue TransBpolannet","Marrow Transplant (AutologoPCusroe)l l","Transplant Evaluation and Stem Cell
ection and Cryopreservation","OT002A","new procedure","New","100000","125000","142000","150000","","#N/A","#N/A"
"OT","Organ and Tissue Transplant","Bone Marrow Transplant
(Autologous)","Transplant
(includes conditioning)","OT002B","new procedure","New","250000","312500","355000","375000","","#N/A","#N/A"
"OT","Organ and Tissue TransBpolannet","Marrow Transplant (Autologo(uins)c l","Post Transplant Care for 3 months
udes supportive care and
investigations)","OT002C","new procedure","New","50000","62500","71000","75000","","#N/A","#N/A"
"SB","Orthopedics, Surgical
Oncology","Arthrodesis","Hand","SB026E","27000","No change","27000","27000","38400","33800","","No","NA"
"SB","Orthopedics, Surgical
Oncology","Arthrodesis","Foot","SB026F","27000","No change","27000","27000","38400","33800","","No","NA"
"SB","Orthopedics, SurgicBalo
Oncology","ne Tumour Excision + reconstrucBtion","e Tumour Excision + reconstruction","SB041A","30000","No change","30000","37500","42600","45000","(Plate) - 10000, Mega prosthesis (1) - 100000","No","NA"
"SB","Orthopedics,
Neurosurgery","Nerve root block","Nerve root block","SB068A","3000","No change","3000","3000","4300","3800","","No","NA"
"SB","Orthopedics, Emergency
Room Packages","Fracture - Conservative
Management -
Without plaster","Fracture - Conservative Management -
Without plaster","SB001A","2300","No change","2300","2300","2600","2900","","No","NA"
"SB","Orthopedics,
General Surgery","Excision of Bursa","Excision of Bursa","SB065A","3000","No change","3000","3000","3600","3800","","No","NA"
"SB
SB
SB
SB
SB","Orthopedics
Orthopedics
Orthopedics
Orthopedics
Orthopedics","Application of P.O.P. casts
Application of P.O.P. casts
Application of P.O.P. Spikas & JackSeptsik
Application of P.O.P. Spikas & JackJeatcs
External fixation of Fracture","Upper Limbs
Lower Limbs
as
kets
Long bone","SB003A
SB003B
SB004A
SB004B
SB005A","3000
3000
3500
3500
14000","No change
No change
No change
No change
No change","3000
3000
3500
3500
14000","3000
3000
3500
3500
14000","3600
3600
4100
4100
16400","3800
3800
4400
4400
17500","tubular external fixator with 6 shanz pins and single rod
assembly - 8000
double rod assembly -10000
ilizarov fixator assembly for tibia -12000
ilizarov fixator assembly for femur -7000
JESS fixator - 7000","No
No
No
No
No","NA
NA
NA
NA
NA"
"SB","Orthopedics","Osteotomy","Long Bone","SB055A","18000","No change","18000","18000","21100","22500","Long Bone (Plate/Screw) - 7000 per piece, broad DCP
with screws - 5000 per piece, LC DCP - 6000 per piece","No","NA"
"SB
SB
SB
SB","Orthopedics
Orthopedics
Orthopedics
Orthopedics","External fixation of Fracture
Osteotomy
External fixation of Fracture
Percutaneous - Fixation of FracturPee","Small bone
Small Bone
Pelvis
rcutaneous - Fixation of Fracture","SB005B
SB055B
SB005C
SB006A","9500
10000
19200
3000","No change
No change
No change
No change","9500
10000
19200
3000","9500
10000
19200
3000","11200
11700
22500
3600","11900
12500
24000
3800","External Fixator - 7000
K Wire - 300 per piece
External Fixator - 7000
K - Wire - 250 per wire
Screw - 1000 per screw","No
No
No
Yes","NA
NA
NA
LA - 3000
GA - 8000"
"SB","Orthopedics","Elastic nailing for fracture fixationF","emur + shaft tibia","SB007A","11000","No change","11000","11000","12900","13800","(Elastic Nail) - 5000","No","NA"
"SB","Orthopedics","Elastic nailing for fracture fixationH","umerus","SB007B","19100","No change","19100","19100","22400","23900","(Elastic Nail) - 5000","No","NA"
"SB","Orthopedics","Elastic nailing for fracture fixationF","orearm","SB007C","17300","No change","17300","17300","20300","21700","(Elastic Nail) - 5000","No","NA"
"SB","Orthopedics","Internal Fixation of Small Bones","ORIF Small Bones","SB008A","11300","No change","11300","11300","13300","14200","Plates, screws and K wire - 1500 per plate, one 6 hole
small DCP with screws -3500 per plate","No","NA"
