"SC","Surgical Oncology,
Plastic & Reconstructive
Surgery","Microvascular reconstruction
(free flaps)","Microvascular reconstruction (free flaps)","SC073A","45000","Increased","58036.05","72600","82500","87100","Implant for Microvascular reconstruction - 15000","No","NA"
"SC","Surgical Oncology,
Pediatric Surgery","Hepatoblastoma Excision","Hepatoblastoma Excision","SC018A","52200","Increased","68212.35","85300","96900","102400","","No","NA"
"SC","Surgical Oncology,
Pediatric Surgery","Wilms tumors: surgery","Wilms tumors: surgery","SC021A","33000","Increased","45550.65","57000","64700","68400","","No","NA"
"SC","Surgical OncologByo,
Orthopedics","ne tumors / soft tissue sarcomas: suBrogneer yt","umors / soft tissue sarcomas: surgery","SC070A","30000","Increased","42220.65","52800","60000","63400","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","Class I radical hysterectomy +
bilateral salpingoophorectomy +","SC032A","27000","Increased","42858.15","53600","60900","64300","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","BPLND - Lap.
Class I radical hysterectomy +
bilateral salpingoophorectomy +","SC032B","27000","Increased","42858.15","53600","60900","64300","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","BPLND - Open
Class I radical Hysterectomy +/-
bilateral salpingoophorectomy - Lap.","SC032C","27000","Increased","30721.2","38500","43700","46100","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","Class I radical Hysterectomy +/-
bilateral salpingoophorectomy -","SC032D","27000","Increased","30721.2","38500","43700","46100","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","Open
Class II radical hysterctomy + BPLND","SC032E","27000","Increased","42858.15","53600","60900","64300","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","Class III radical hysterctomy + BPLND","SC032F","27000","Increased","42858.15","53600","60900","64300","","No","NA"
"SC","Surgical Oncology,
Obstetrics & Gynecology","Radical Hysterectomy","","Hysterectomy + bilateral salpingoophorectomy + oSmCe0n3te2cGto my + peritonectom5y3 4a0n0d  organ resections I","","ncreased","70424.85","88100","100100","105700","","No","NA"
"SC","Surgical OncologyV,
Obstetrics & Gynecologuyv","lectomy + reconstruction proceduVruelsv","ectomy + reconstruction procedures","SC034A","36000","Increased","57944.85","72500","82300","87000","","No","NA"
"SC","Surgical Oncology, ENT","Palatectomy","Soft palate","SC002A","37700","Increased","45043.2","45100","64000","56400","","No","NA"
"SC","Surgical Oncology, ENT","Palatectomy","Hard palate","SC002B","50900","Increased","51441.3","51500","73100","64400","","No","NA"
"SExCci","","sionS oufr Pgiicnanla O fnorc oGlorogwy,t hEsN /T I njuries - Total Amputation & ExciGsiroonw othf  E- xStqeurnaaml oAuusd itory Meatus","","SC064A","36200","Increased","44992","56300","63900","67500","","No","NA"
"SExCci","","sionS oufr Pgiicnanla O fnorc oGlorogwy,t hEsN /T I njuries - Total Amputation & ExciGsiroonw othf  E- xBtaesrnaal l Auditory Meatus","","SC064B","36200","Increased","44992","56300","63900","67500","","No","NA"
"SExCci","","sionS oufr Pgiicnanla O fnorc oGlorogwy,t hEsN /T I njuries - Total Amputation & ExciIsnijounry o f External Auditory Meatus","","SC064C","36200","Increased","44992","56300","63900","67500","","No","NA"
