"SU","Urology, Pediatric
Surgery","DJ stenting including
cystoscopy, ureteric
catheterization, retrograde
pyelogram","DJ stenting including cystoscopy,
ureteric catheterization, retrograde
pyelogram","SU033A","9800","Increased","10080","12600","14400","15200","DJ Stent - 200","No","NA"
"SU","Urology, Pediatric
Surgery","Cystolithotomy - Open,
including cystoscopy","Open - including cystoscopy","SU040A","18500","Increased","19912.5","24900","28300","24900","","No","NA"
"SU","Urology, Pediatric
Surgery","Cystolithotripsy / Urethral
Stone endoscopic, including
cystoscopy","Cystolithotripsy endoscopic, including
cystoscopy","SU041A","18500","Increased","19912.5","24900","28300","24900","","No","NA"
"SU","Urology, Pediatric
Surgery","Cystolithotripsy / Urethral
Stone endoscopic, including
cystoscopy","Urethral Stone removal endoscopic,
including cystoscopy","SU041B","18500","Increased","19912.5","24900","28300","24900","","No","NA"
"SU","Urology, Pediatric
Surgery","Augmentation cystoplasty","Lap.","SU045B","30000","Increased","35625","44600","50600","53500","","No","NA"
"SU","Urology, Pediatric
Surgery","Open bladder
diverticulectomy with /
without ureteric re-
implantation","Open bladder diverticulectomy with /
without ureteric re-implantation","SU048A","25000","Increased","26250","32900","37300","39400","","No","NA"
"SU","Urology, Pediatric
Surgery","Bladder injury repair
(with or without urethral
injury)","Bladder injury repair
(with or without urethral injury)","SU049A","23000","Increased","25500","31900","36300","38300","","No","NA"
"SU","Urology, Pediatric
Surgery","Bladder injury repair with
colostomy
(with or without urethral
injury)","Bladder injury repair with colostomy
(with or without urethral injury)","SU050A","27500","Increased","29062.5","36400","41300","43600","","No","NA"
"SU","Urology, Pediatric
Surgery","Extrophy Bladder repair
including osteotomy if
needed + epispadias repair +
ureteric reimplant","Extrophy Bladder repair including
osteotomy if needed + epispadias repair
+ ureteric reimplant","SU051A","65000","Increased","90000","112500","127800","135000","","No","NA"
"SU","Urology, Pediatric
Surgery","Neurogenic bladder -
Package for evaluation /
investigation (catheter +
ultrasound + culture + RGU/
MCU) for 1 month
(medicines - antibiotics)","Neurogenic bladder - Package for
evaluation / investigation (catheter +
ultrasound + culture + RGU/ MCU) for 1
month (medicines - antibiotics)","SU052A","14300","Increased","16342.5","20500","23300","21300","","No","NA"
"SU","Urology, Pediatric
Surgery","Suprapubic Drainage -
Closed / Trocar","Suprapubic Drainage - Closed / Trocar","SU061A","5000","Increased","5062.5","6400","7200","6400","","No","NA"
"SU","Urology, Pediatric
Surgery","Meatotomy / Meatoplasty","Meatotomy","SU065A","3500","Increased","4125","5200","5900","5200","","No","NA"
"SU","Urology, Pediatric
Surgery","Meatotomy / Meatoplasty","Meatoplasty","SU065B","3500","Increased","4687.5","5900","6700","7100","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethroplasty","Urethroplasty - End to end","SU066A","28000","Increased","29925","37500","42500","44900","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethroplasty","Urethroplasty - Substitution - single
stage","SU066B","28000","Increased","29925","37500","42500","44900","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethroplasty","Urethroplasty - Substitution - two stage","SU066C","41500","Increased","60000","75000","85200","90000","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethroplasty","Urethroplasty - Transpubic","SU066D","32000","Increased","34500","43200","49000","51800","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethral Dilatation","Non endocopic as an independent
procedure","SU068A","2000","Increased","2500","3200","3600","3200","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethral Dilatation","Endocopic as an independent procedure","SU068B","5000","Increased","5625","7100","8000","7100","","No","NA"
"SU","Urology, Pediatric
Surgery","Perineal Urethrostomy
without closure","Perineal Urethrostomy without closure","SU069A","20000","Increased","20250","25400","28800","30400","","No","NA"
"SU","Urology, Pediatric
Surgery","Post. Urethral Valve
fulguration","Post. Urethral Valve fulguration(to be
checked from pead surgery)","SU070A","14000","Increased","20000","25000","28400","30000","","No","NA"
"SU","Urology, Pediatric
Surgery","Urethrorectal fistula repair","Urethrorectal fistula repair","SU076A","40000","Increased","50000","62500","71000","75000","","No","NA"
"SU","Urology, Pediatric
Surgery","Orchiopexy","Orchiopexy without laparoscopy - U/L","SU088B","15000","Increased","16500","20700","23500","24800","","No","NA"
"SU","Urology, Pediatric
Surgery","Orchiopexy","Orchiopexy without laparoscopy - B/L","SU088C","15000","Increased","16500","20700","23500","24800","","No","NA"
"SU","Urology, Obstetrics &
Gynecology, Pediatric
Surgery","Urethrovaginal fistula repair","Urethrovaginal fistula repair","SU075A","30000","Increased","40000","50000","56800","60000","","No","NA"
"SU","Urology , Obstetrics &
Gynecology","Uretero-vaginal / Uterine
fistula repair","Uretero - vaginal fistula repair - Open","SU029A","25000","Increased","26250","32900","37300","39400","","No","NA"
"SU","Urology , Obstetrics &
Gynecology","Uretero-vaginal / Uterine
fistula repair","Uretero - Uterine fistula repair - Open","SU029B","25000","Increased","26250","32900","37300","39400","","No","NA"
"SU","Urology , Obstetrics &
Gynecology","Uretero-vaginal / Uterine
fistula repair","Uretero - vaginal fistula repair -
Laparoscopic","SU029C","25000","Increased","26250","32900","37300","39400","","No","NA"
"SU","Urology , Obstetrics &
Gynecology","Uretero-vaginal / Uterine
fistula repair","Uretero - Uterine fistula repair -
Laparoscopic","SU029D","25000","Increased","26250","32900","37300","39400","","No","NA"
"SU","Urology & Pediatric
Surgery","Adrenalectomy","Open","SU001A","27500","Increased","29812.5","29900","42400","37300","","Yes","U/L - 27500
B/L - 32500"
"SU","Urology & Pediatric
Surgery","Adrenalectomy","Lap.","SU001B","27500","Increased","29062.5","29100","41300","36400","","Yes","U/L - 27500
B/L - 32500"
"SU","Urology","Perinephric Abscess
drainage","Open","SU013A","14000","Increased","20000","25000","28400","30000","","No","NA"
"SU
SU
SU","Urology
Urology
Urology","Nephrolithotomy
Nephrolithotomy
PCNL (Percutaneous
Nephrolithotomy)","Open
Anatrophic
PCNL (Percutaneous Nephrolithotomy)","SU005A
SU005B
SU007A","30000
30000
35000","Increased
Increased
Increased","30375
30375
45000","38000
38000
45000","43200
43200
52700","45600
45600
56300","","No
No
Yes","NA
NA
U/L - 35000
B/L - 40000"
"SU","Urology","Perinephric Abscess
drainage","Percutaneous","SU013B","14000","Increased","15000","18800","21300","18800","","No","NA"
"SU","Urology","Ureteroscopy + Stone
removal with lithotripsy","Lower Ureter","SU014A","28000","Increased","29925","37500","42500","37500","","Yes","U/L - 28000
B/L - 43000"
"SU","Urology","Ureteroscopy + Stone
removal with lithotripsy","Upper Ureter","SU014B","28000","Increased","29925","37500","42500","37500","","Yes","U/L - 28000
B/L - 43000"
"SU","Urology","Extracoporeal shock - wave
Lithotripsy (ESWL)","Extracoporeal shock - wave Lithotripsy
(ESWL) stone, with or without stent
(one side)","SU016A","18500","Increased","20000","20000","23400","25000","DJ Stent - 200","No","NA"
"SU","Urology","Internal Ureterotomy
including cystoscopy as an
independent procedure","Internal Ureterotomy including
cystoscopy as an independent procedure","SU025A","10000","Increased","10125","12700","14400","12700","","No","NA"
"SU","Urology","Ureterolysis for
retroperitoneal fibrosis
(with or without omental
wrapping)","Open","SU026A","28000","Increased","29925","37500","42500","44900","","No","NA"
"SU","Urology","Ureterolysis for
retroperitoneal fibrosis
(with or without omental
wrapping)","Lap.","SU026B","28000","Increased","29250","36600","41600","43900","","No","NA"
"SU","Urology","Boari flap for ureteric
stricture","Open","SU031A","30000","Increased","31875","39900","45300","47900","","No","NA"
