"SV","CTVS","Aortic Arch Replacement /
Thoracoabdominal aneurysm
Repair using bypass","Aortic Arch Replacement using
cardiopulmonary bypass","SV015A","150,000","Increased","165000","206300","234300","247500","Arch Graft - 85000
Coselli Graft - 85000
Complex grafts other than Arch Graft & Coseli Graft -
85000","No","NA"
"SV","CTVS","Aortic Arch Replacement /
Thoracoabdominal aneurysm
Repair using bypass","Thoracoabdominal aneurysm Repair
using partial cardiopulmonary bypass","SV015B","150,000","Increased","165000","206300","234300","247500","Arch Graft - 85000
Coselli Graft - 85000
Complex grafts other than Arch Graft & Coseli Graft -
85000","No","NA"
"SV","CTVS","Aortic Aneurysm Repair","Aortic Aneurysm Repair using
Cardiopulmonary bypass (CPB)","SV016A","120,000","Increased","132000","165000","187500","198000","Dacron Graft - Straight - 30000","No","NA"
"SV","CTVS","Aortic Aneurysm Repair","Aortic Aneurysm Repair using Left Heart
Bypass","SV016B","120,000","Increased","132000","165000","187500","198000","Dacron Graft - Straight - 30000","No","NA"
"SV","CTVS","Aortic Aneurysm Repair","Aortic Aneurysm Repair without using
Cardiopulmonary bypass (CPB)","SV016C","65,500","Increased","72050","90100","102400","108100","Dacron Graft - Straight - 30000","No","NA"
"SV","CTVS","Aortic Aneurysm Repair","Aortic Aneurysm Repair without using
Left Heart Bypass","SV016D","65,500","Increased","72050","90100","102400","108100","Dacron Graft - Straight - 30000","No","NA"
"SV","CTVS","Aorto Iliac / Aorto femoral
bypass (Uni and Bi)","Aorto Iliac bypass - U/L","SV017A","64,500","Increased","70950","88700","100800","106500","Dacron Graft - Bifurcated - 35000
PTFE Graft - Bifurcated - 50000","No","NA"
"SV","CTVS","Aorto Iliac / Aorto femoral
bypass (Uni and Bi)","Aorto femoral bypass - U/L","SV017B","64,500","Increased","70950","88700","100800","106500","Dacron Graft - Bifurcated - 35000
PTFE Graft - Bifurcated - 50000","No","NA"
"SV","CTVS","Aorto Iliac / Aorto femoral
bypass (Uni and Bi)","Aorto Iliac bypass - B/L","SV017C","64,500","Increased","70950","88700","100800","106500","Dacron Graft - Bifurcated - 35000
PTFE Graft - Bifurcated - 50000","No","NA"
"SV","CTVS","Aorto Iliac / Aorto femoral
bypass (Uni and Bi)","Aorto femoral bypass - B/L","SV017D","64,500","Increased","70950","88700","100800","106500","Dacron Graft - Bifurcated - 35000
PTFE Graft - Bifurcated - 50000","No","NA"
"SV","CTVS","Pulmonary Embolectomy /
Thromboendarterectomy","Pulmonary Embolectomy","SV018A","141,000","Increased","155100","193900","220300","232700","","No","NA"
"SV","CTVS","Pulmonary Embolectomy /
Thromboendarterectomy","Thromboendarterectomy","SV018B","141,000","Increased","155100","193900","220300","232700","","No","NA"
"SV","CTVS","Peripheral Arterial Surgeries","Femoro - Femoral Bypass","SV019A","50,000","Increased","55000","68800","78100","82500","PTFE graft small (upto 8 mm ) - 30000
PTFE Graft Large (<8mm) -
50000","No","NA"
