"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","ASD Closure + Infundibular procedure","SV002E","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","VSD closure","SV002F","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Infundibular PS repair","SV002G","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Valvular PS / PR repair","SV002H","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Partial AV canal repair","SV002I","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Intermediate AV canal repair","SV002J","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Atrial septectomy + Glenn","SV002K","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Atrial septectomy + PA Band","SV002L","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Sinus of Valsalva aneurysm repair with
aortic valve procedure","SV002M","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Sinus of Valsalva aneurysm repair
without aortic valve procedure","SV002N","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - II Congenital
Heart Disease","Sub-aortic membrane resection","SV002O","120,000","Increased","132000","165000","187500","198000","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Ebstien anomoly repair","SV003A","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Double switch operation","SV003B","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Rastelli Procedure","SV003C","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
