"MC","Cardiology, CTVS","Double Chamber Permanent
Pacemaker Implantation","Permanent Pacemaker Implantation -
Double Chamber","MC016A","33,000","No change","33000","41300","46900","42900","Double Chamber Pacemaker - 75000","No","NA"
"MC","Cardiology,
General Surgery","Pericardiocentesis","Pericardiocentesis","MC019A","12,100","No change","12100","15200","17200","14000","","No","NA"
"MC","Cardiology","Right / Left Heart
Catheterization","Right Heart Catheterization","MC001A","10,000","No change","10000","12500","14200","13000","","No","NA"
"MC","Cardiology","Right / Left Heart
Catheterization","Left Heart Catheterization","MC001B","10,000","No change","10000","12500","14200","13000","","No","NA"
"MC","Cardiology","Balloon Dilatation","Coarctation of Aorta","MC003A","38,600","No change","38600","48300","54900","50200","Cardiac Balloon - Adult - 14000
Cardiac Balloon - Pediatric - 33000","No","NA"
"MC","Cardiology","Balloon Dilatation","Pulmonary Artery Stenosis","MC003B","38,600","No change","38600","48300","54900","50200","Cardiac Balloon - Adult - 14000
Cardiac Balloon - Pediatric - 33000","No","NA"
"MC","Cardiology","Balloon Pulmonary / Aortic
Valvotomy","Balloon Pulmonary Valvotomy","MC004A","23,400","No change","23400","29300","33300","30500","Cardiac Balloon - Adult - 14000
Cardiac Balloon - Pediatric - 33000","No","NA"
"MC","Cardiology","Balloon Pulmonary / Aortic
Valvotomy","Balloon Aortic Valvotomy","MC004B","23,400","No change","23400","29300","33300","30500","Cardiac Balloon - Adult - 14000
Cardiac Balloon - Pediatric - 33000","No","NA"
"MC
MC
MC
MC
MC
MC","Cardiology
Cardiology
Cardiology
Cardiology
Cardiology
Cardiology","Balloon Mitral Valvotomy
Balloon Atrial Septostomy
ASD Device Closure
VSD Device Closure
PDA Device Closure
PDA stenting","Balloon Mitral Valvotomy
Balloon Atrial Septostomy
ASD Device Closure
VSD Device Closure
PDA Device Closure
PDA stenting","MC005A
MC006A
MC007A
MC008A
MC009A
MC010A","35,700
24,400
36,900
37,900
32,600
40,260","No change
No change
No change
No change
No change
No change","35700
24400
36900
37900
32600
40260","44700
30500
46200
47400
40800
50400","50700
34700
52400
53900
46300
57200","46500
31800
48000
49300
42400
52400","Balloon & Accessories - 55000
Balloon & Accessories - 55000
ASD Device - 62000
VSD Device - 72000
PDA Device - 30000
Coronary Stent for PDA stenting - Bare Metal - 8885
Coronary Stent for PDA stenting - Drug Eluting - 32352","No
No
No
No
No
No","NA
NA
NA
NA
NA
NA"
"MC","Cardiology","PTCA, inclusive of diagnostic
angiogram","PTCA, inclusive of diagnostic angiogram","MC011A","40,600","No change","40600","50800","57700","52800","Coronary Stent - Bare Metal - 8885
Coronary Stent - Drug Eluting - 32352","No","NA"
"MC","Cardiology","Electrophysiological Study","Electrophysiological Study","MC012A","27,700","No change","27700","34700","39400","36100","Steerable decapolar catheter, Quadripolar Catheter -
46000","No","NA"
"MC","Cardiology","Electrophysiological Study","Electrophysiological Study
with Radio Frequency Ablation","MC012B","27,700","No change","27700","34700","39400","36100","Steerable decapolar catheter, Quadripolar Catheter,
Radio Frequency Catheter - 76000","No","NA"
"MC","Cardiology","Percutaneous Transluminal
Septal Myocardial Ablation","Percutaneous Transluminal Septal
Myocardial Ablation","MC013A","34,000","No change","34000","42500","48300","44200","Steerable decapolar catheter, Quadripolar Catheter,
Radio Frequency Catheter - 76000","No","NA"
"MC
MC","Cardiology
Cardiology","Peripheral Angioplasty
Bronchial artery Embolisation
(for Haemoptysis)","Peripheral Angioplasty
Bronchial artery Embolisation
(for Haemoptysis)","MC017A
MC018A","34,500
32,800","No change
No change","34500
32800","43200
41000","49000
46600","44900
42700","Peripheral Stent - Bare Metal - 21000","No
No","NA
NA"
"MC","Cardiology","Systemic Thrombolysis (for
MI)","Systemic Thrombolysis (for MI)","MC020A","17,900","No change","17900","22400","25500","20600","","No","NA"
"MC","Cardiology","Embolization","Arteriovenous Malformation (AVM) in
the Limbs","MC021A","40,600","No change","40600","50800","57700","52800","","No",""
"MC","Cardiology","follow up -Cardiology","First Follow-up- 2-4 weeks after
discharge - AT NETWORK HOSPITAL","MC022A","new procedure
new procedure
new procedure
new procedure
new procedure","New","Inc. in package","Inc. in package","Inc. in package","Inc. in package","","#N/A","#N/A"
"MC
MC
MC
MC","Cardiology
Cardiology
Cardiology
Cardiology","follow up -Cardiology
follow up -Cardiology
follow up -Cardiology
follow up -Cardiology","Second Follow-up- After 3 months
Third Follow-up- After 3 months
fourth Follow-up- After 3 months
FifthFollow-up - After 3 months","MC022B
MC022C
MC022D
MC022E","New
New
New
New","4000
2000
2000
2000","4400
2200
2200
2200","5000
2500
2500
2500","5000
2500
2500
2500","","#N/A
#N/A
#N/A
#N/A","#N/A
#N/A
#N/A
#N/A"
"MG","Pediatric Medical
MCaonnatgineumouens tr, eGneanl ererap ll
Medicine,Nephrology","acement therapy/Continuous venoIn-viteiantoiouns  choesmt foofril tdraistpioons","able","MG077A","35,000","Decrease","Rs 30,000 per day for
maximum of 5 in one
admission","Rs 33,000 per day for
maximum of 5 in one
admission","Rs 37,500 per day for
maximum of 5 in one
admission","Rs 37,500 per day for
maximum of 5 in one
admission","","No",""
"MG","General
Medicine,Pulmonology","Acute excaberation of COPD","Acute excaberation of COPD","MG029A","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000","No change","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000","Routine Ward - 2300
HDU - 3800
ICU (without Ventilator) -
8800
ICU (with Ventilator) -
10350","Routine Ward - 2300
HDU - 3800
ICU (without Ventilator) -
8800
ICU (with Ventilator) -
10350","","Yes","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000"
"MG","General
Medicine,Neurology","Acute hemorrhagic stroke","Acute hemorrhagic stroke","MG049D","new procedure","New","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000","Routine Ward - 2300
HDU - 3800
ICU (without Ventilator) -
9800
ICU (with Ventilator) -
10350","Routine Ward - 2300
HDU - 3800
ICU (without Ventilator) -
9800
ICU (with Ventilator) -
10350","","Yes","Routine Ward - 2100
HDU - 3300
ICU (without Ventilator) -
8500
ICU (with Ventilator) -
9000"
