"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD + Infundibular procedure","SV003Q","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD + Coarctation repair","SV003R","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","TAPVC Repair","SV003S","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Truncus arteriosus repair","SV003T","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Tetralogy of Fallot Repair","SV003U","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Immediate reoperation
(within 5 days)","Tetralogy of Fallot Repair","SV031A","75,000","Increased","82500","103200","117200","123800","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Complete AV canal repair","SV003V","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Arterial switch operation","SV003W","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Senning Operation","SV003X","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Mustard Operation","SV003Y","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","ALCAPA repair","SV003Z","200,000","Increased","220000","275000","312400","330000","","No",""
"SV","CTVS","Coronary artery bypass
grafting (CABG),
including intra operative
balloon pump (if required)","Coronary artery bypass grafting (CABG),
with or without intraoperative IABP)","SV004A","118,100","Increased","129910","162400","184500","194900","","No","NA"
"SV","CTVS","Single Valve Procedure","Aortic valve replacement","SV005A","119,000","Increased","130900","163700","185900","196400","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000","No","NA"
"SV","CTVS","Single Valve Procedure","Mitral valve replacement / Mitral valve
repair","SV005B","119,000","Increased","130900","163700","185900","196400","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000
Valve Ring - Mitral - 35000","No","NA"
"SV","CTVS","Single Valve Procedure","Tricuspid valve replacement / Tricuspid
valve repair","SV005C","119,000","Increased","130900","163700","185900","196400","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000
Valve Ring - Tricuspid - 35000","No","NA"
