"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Fontan procedure","SV003D","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000
Dacron Graft Straight - 30000
PTFE Graft Straight - 50000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","AP window repair","SV003E","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Arch interruption Repair without VSD
closure","SV003F","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Arch interruption Repair with VSD
closure","SV003G","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","DORV Repair","SV003H","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Supravalvular AS repair","SV003I","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Konno procedure","SV003J","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","Norwood procedure","SV003K","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD closure + RV - PA conduit","SV003L","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD + Aortic procedure","SV003M","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD + Mitral procedure","SV003N","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD + Tricuspid procedure","SV003O","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Surgical Correction of
Category - III Congenital
Heart Disease","VSD + Pulmonary artery procedure","SV003P","150,000","Increased","165000","206300","234300","247500","PTFE Patch - Thin - 30000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Pericardial Patch - 18000
RV - PA Conduit - 120000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","No","NA"
