"SS
SU","Pediatric Surgery
Urology, Pediatric
Surgery","SLIDE TRACHEOPLASTY
Acute management of upper
urinary tract trauma –
conservative","Slide tracheoplasty
Acute management of upper urinary
tract trauma –
conservative","SS042A
SU037A","new procedure
2000","New
Increased","60000
10000 (1-5 days)plus
high end investigation
package","75000
11000 (1-5 days)plus
high end investigation
package","85200
14200 (1-5 days)plus
high end investigation
package","90000
13000 (1-5 days)plus
high end investigation
package","","#N/A
Yes","#N/A
Routine Ward - 2000"
"SU","Urology, Pediatric
Surgery","Emergency management of
Acute retention of Urine","Emergency management of Acute
retention of Urine","SU064A","2000","no change","2100 one day","2300/day","2625/day","2625/day","","Yes","Routine Ward - 2000"
"SU","Urology, Pediatric
Surgery","Orchiopexy","Orchiopexy with laparoscopyto be cross
checked with pead surgery","SU088A","30000","No change","30000","37500","42600","45000","","Yes","U/L - 30000
B/L - 35000"
"SU","Urology, Medical
Oncology","Intravesical BCG / Mitomycin","Induction cycles (PC)
Rate per dose -Rs 5000 max no- 06
(including drug)","SU060A","15000","no change","2500","3200","3600","3300","","No","NA"
"SU","Urology","Post TURBT - Check
Cystoscopy (Per sitting) with
cold-cup biopsy","Post TURBT - Check Cystoscopy (Per
sitting) with cold-cup biopsy","SU057A","10000","No change","10000","12500","14200","12500","","No","NA"
"SU
SU","Urology
Urology","Surgery for Priapism
Penile prosthesis insertion","Aspiration
Penile prosthesis insertion","SU083A
SU085A","15000
35000","No change
No change","15000
35000","18800
43800","21300
49700","18800
52500","Penile Prosthesis - Malleable - Indian
Implant","No
No","NA
NA"
"SU","Surgical Oncology,Urology","Pelvic lymphadenectomy,
after prior cancer surgery","Open","SU098A","30000","No change","30000","37500","42600","45000","","No",""
"SU","Urology, Pediatric
Surgery, Plastic &
Reconstructive Surgery","Hypospadias repair","Two or more stage (Final Stage)/Fistula
repair","SU071D","30000","Decrease","20000","25000","28400","30000","","No","NA"
"SU","Urology, Pediatric
Surgery","Emergency management of
Ureteric stone - Package for
evaluation / investigation
(ultrasound + culture) for 3
weeks (medicines).","Emergency management of Ureteric
stone - Package for evaluation /
investigation (ultrasound + culture) for 3
weeks (medicines).","SU094A","3500","Decrease","2100","2700","3000","2500","","No","NA"
"SU","Urology, Surgical
Oncology, Pediatric
Surgery","Partial Cystectomy","Open","SU043A","23000","Increased","26175","32800","37200","39300","","No","NA"
"SU","Urology, Surgical
Oncology, Pediatric
Surgery","Partial Cystectomy","Lap.","SU043B","23000","Increased","25500","31900","36300","38300","","No","NA"
"SU","Urology, Surgical
Oncology, Pediatric
Surgery","Orchiectomy","High inguinal","SU086A","13800","Increased","20000","25000","28400","25000","","No","NA"
