"SV","CTVS","Lung surgery including
Thoracotomy","Hydatid cyst","SV023C","45,000","Increased","49500","61900","70300","74300","","No","NA"
"SV","CTVS","Lung surgery including
Thoracotomy","Other simple lung procedure excluding
lung resection","SV023D","45,000","Increased","49500","61900","70300","74300","","No","NA"
"SV","CTVS","Lung surgery including
Thoracotomy","Bronchial Repair Surgery for Injuries
due to FB","SV023E","45,000","Increased","49500","61900","70300","74300","","No",""
"SV","CTVS","Pulmonary Resection","Pulmonary Resection","SV024A","70,000","Increased","77000","96300","109400","115500","","Yes","Non infective - 70000
Infective - 90000"
"SV","CTVS","Foreign Body Removal with
scope","Foreign Body Removal with scope","SV025A","20,000","Increased","22000","27500","31300","33000","","No","NA"
"SV","CTVS","Surgical Correction of
Bronchopleural Fistula","Surgical Correction of Bronchopleural
Fistula","SV026A","65,000","Increased","71500","89400","101600","107300","","No","NA"
"SV","CTVS","Space - Occupying Lesion
(SOL) mediastinum","Space - Occupying Lesion (SOL)
mediastinum","SV027A","65,500","Increased","72050","90100","102400","108100","","No","NA"
"SV","CTVS","Isolated Intercostal Drainage
and Management of ICD,
Intercostal Block, Antibiotics
& Physiotherapy","Isolated Intercostal Drainage and
Management of ICD, Intercostal Block,
Antibiotics & Physiotherapy","SV028A","10,000","Increased","11000","13800","15700","16500","","No","NA"
"SV
SV
SV","CTVS
CTVS
CTVS","Diaphragmatic Repair
Surgery for Cardiac Tumour
Immediate reoperation
(within 5 days)","Diaphragmatic Repair
Surgery for Cardiac Tumour
Aortic valve replacement /repair","SV029A
SV030A
SV031B","30,000
95,000
142,600","Increased
Increased
Increased","33000
104500
156860","41300
130700
196100","46900
148400
222800","49500
156800
235300","Mesh - 6 X 3 - Polypropylene - 2000
Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000","No
No
No","NA
NA
NA"
"SV","CTVS","Immediate reoperation
(within 5 days)","Mitral valve replacement /repair","SV031C","142,600","Increased","156860","196100","222800","235300","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000
Valve Ring - Mitral - 35000","No","NA"
"SV","CTVS","Immediate reoperation
(within 5 days)","Tricuspid valve replacement /repair","SV031D","142,600","Increased","156860","196100","222800","235300","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000
Valve Ring - Tricuspid - 35000","No","NA"
"SV","CTVS","Immediate reoperation
(within 5 days)","Double valve replacement /repair","SV031E","71,000","Increased","78100","97700","111000","117200","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","Yes","Aortic Valve - Repair -
71000 Aortic Valve -
Relacement - 71000
Mitral Valve - Repair -
71000
Mitral Valve -
Replacement - 71000
Tricuspid Valve - Repair -
71000 Tricuspid Valve -
Replacement -
71000"
"SV","CTVS","Immediate reoperation
(within 5 days)","Triple valve replacement /repair","SV031F","85,000","Increased","93500","116900","132800","140300","Mechanical Valve - Bileaflet - 40000
Mechanical Valve - Tilting Disc - 28000
Tissue Valve - 80000
Valve Ring - Mitral - 35000
Valve Ring - Tricuspid - 35000","Yes","Aortic Valve - Repair -
85000 Aortic Valve -
Relacement - 85000
Mitral Valve - Repair -
85000
Mitral Valve -
Replacement - 85000
Tricuspid Valve - Repair -
85000 Tricuspid Valve -
Replacement -
85000"
"SV","CTVS","Low Cardiac Output
syndrome requiring IABP
insertion post - operatively","Low Cardiac Output syndrome requiring
IABP insertion post - operatively","SV032A","50,000","Increased","55000","68800","78100","82500","IABP Insertion - 50000","No","NA"
"SV
SV","CTVS
CTVS","Re-do sternotomy
Excessive bleeding requiring
re-exploration","Re-do sternotomy
Excessive bleeding requiring re-
exploration","SV033A
SV034A","20,000
10,000","Increased
Increased","22000
11000","27500
13800","31300
15700","33000
16500","","No
No","NA
NA"
"SV
SV
SV
SV
SV
SV
SV","CTVS
CTVS
CTVS
CTVS
CTVS
CTVS
CTVS","Mediastinotomy
Pectus excavation
Left ventricular aneurysm repairL
CABG + Left ventricular aneurysm reCpAaBir
Tracheal repair
Aortic stenting
follow up -CTVS","Mediastinotomy
Pectus excavation
eft ventricular aneurysm repair
G + Left ventricular aneurysm repair
Tracheal repair
Aortic stenting
First Follow-up- 2-4 weeks after
discharge - AT NETWORK HOSPITAL","SV035A
SV036A
SV037A
SV038A
SV039A
SV040A
SV041A","28,750
new procedure
new procedure
new procedure
new procedure
new procedure
new procedure","Increased
New
New
New
New
New
New","31625
50,000 + Implant
129910
179910
50000
50,000 + Cost of Stent
Inc. in package","39600
62500 + Implant
162400
224900
62500
62500 + Cost of Stent
Inc. in package","45000
71000+implant
184500
255500
71000
71000 + Cost of Stent
Inc. in package","47500
75000+implant
194900
269900
75000
75000+Cost of Stent
Inc. in package","Stent -350000","No
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A","#N/A
#N/A
#N/A
#N/A
#N/A
#N/A"
"SV
SV
SV
SV
Interventi
onal
Radiology","CTVS
CTVS
CTVS
CTVS
Interventional Radiology","follow up -CTVS
follow up -CTVS
follow up -CTVS
follow up -CTVS
Carotico-cavernous Fistula
(CCF) embolization","Second Follow-up- After 3 months
Third Follow-up- After 3 months
fourth Follow-up- After 3 months
FifthFollow-up - After 3 months
Carotico-cavernous Fistula (CCF)
embolization with coils.
[includes 5 coils, guide catheter, micro-
catheter, micro-guidewire,
general items]","SV041B
SV041C
SV041D
SV041E
IN004A","new procedure
new procedure
new procedure
new procedure
150,000","New
New
New
New
No change","4000
2000
2000
2000
150000","4400
2200
2200
2200
187500","5000
2500
2500
2500
213000","5000
2500
2500
2500
225000","120000","#N/A
#N/A
#N/A
#N/A
No","#N/A
#N/A
#N/A
#N/A
NA"
"Interventi
onal
Radiology","Interventional Radiology","Carotico-cavernous Fistula
(CCF) embolization","Carotid-cavernous Fistula (CCF)
embolization with balloon (includes one
balloon, guide catheter, micro-catheter,
micro-
guidewire, general items)","IN004B","75,000","No change","75000","93800","106500","112500","11000","No","NA"
"Interventi
onal
Radiology","Interventional Radiology","Intracranial balloon
angioplasty with stenting","Intracranial balloon angioplasty with
stenting","IN006A","160,000","No change","160000","200000","227200","240000","","No","NA"
"Interventi
onal
Radiology","Interventional Radiology","Intracranial thrombolysis /
clot retrieval","Intracranial thrombolysis / clot
retrieval","IN007A","160,000","No change","160000","200000","227200","240000","","No","NA"
"Interventi
onal
Radiology","Interventional Radiology","Balloon test occlusion","Balloon test occlusion","IN008A","70,000","No change","70000","87500","99400","105000","","No","NA"
"Interventi
onal
Radiology","Interventional Radiology","Parent vessel occlusion -
Basic","Parent vessel occlusion - Basic","IN009A","30,000","No change","30000","37500","42600","45000","","No","NA"
"Intervent
ional
Radiolog
y","Interventional
Radiology/General
surgery","Percutaneous transhepatic
external biliary drainage
(PTBD)","Percutaneous transhepatic external
biliary drainage (PTBD)","SG105A","25000","Decrease","20160","20200","28700","25200","","No",""
